"Date","Symbol","Name","Pricing Date","Price Min","Price Max","IPO type","Has a SPAC converted to its target ticker?","Public offering price (POP)","Insider Lockup Days","Insider Lockup Date","Offering Value","Offering Shares","Outstanding Shares","Total ordinary shares out after the offering","Total market cap at the moment of the offer","For ADRs, the total amount of ordinary shares that the ADRs represent	","Shares Available from Selling Holders","Deal Status","F1/S1/other link information is pulled from","Last year's revenue (in USD)","The year the ""last year's revenue"" refers to","Last year's income (in USD)","The year the ""last year's income"" refers to","Company description, including description of target for SPAC"
"2018-10-16","GRAF.U","Graf Industrial Corp. Units, each consisting of One share of Common Stock and One redeemable Warrant","2018-10-16","","","","false","10","180","2019-04-14","225000000","22500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-12","PLAN","Anaplan","2018-10-12","","","Ordinary Shares","false","17","180","2019-04-10","263500000","15500000","106395000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-12","EQ","Equillium","2018-10-12","","","Ordinary Shares","false","14","180","2019-04-10","65400000","4670000","12026000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-12","DDMXU","DD3 Acquisition","2018-10-12","","","","false","10","180","2019-04-10","50000000","5000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-11","ALLO","Allogene Therapeutics","2018-10-11","","","Ordinary Shares","false","18","180","2019-04-09","324000000","18000000","97688000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-11","LTHM","Livent","2018-10-11","","","Ordinary Shares","false","17","180","2019-04-09","340000000","20000000","12300000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-09","PARK","The Parking REIT","--","","","","false","","180","2019-04-07","100000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-05","ARYAU","ARYA Sciences Acquisition","2018-10-05","","","","false","10","180","2019-04-03","125000000","12500000","15625000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-05","OCCI","OFS Credit","2018-10-05","","","Ordinary Shares","false","20","180","2019-04-03","50000000","2500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-05","ESTC","Elastic","2018-10-05","","","Ordinary Shares","false","36","180","2019-04-03","252000000","7000000","62492000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-05","CCH.U","Collier Creek Holdings","2018-10-05","","","","false","10","180","2019-04-03","400000000","40000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-04","GH","Guardant Health","2018-10-04","","","Ordinary Shares","false","19","180","2019-04-02","237500000","12500000","71057000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-04","KOD","Kodiak Sciences","2018-10-04","","","Ordinary Shares","false","10","180","2019-04-02","90000000","9000000","26365000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-03","UPWK","Upwork","2018-10-03","","","Ordinary Shares","false","15","180","2019-04-01","187200000","12500000","91779000","0","0","0","","Amendment","","0","-","0","-",""
"2018-10-01","SMY","Samoyed Holding Limited","--","","","","false","","0","--","80000000","","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-28","AROG","Arog Pharmaceuticals","--","","","","false","","0","2019-03-27","74800000","","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-28","GRTS","Gritstone Oncology","2018-09-28","","","Ordinary Shares","false","15","180","2019-03-27","100000000","6700000","22161000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-28","CTK","CooTek (Cayman)","2018-09-28","","","Depository Receipt","false","12","180","2019-03-27","52200000","4400000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-28","CBMB","CBM Bancorp","--","","","Ordinary Shares","false","10","0","--","","","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-27","RMED","Ra Medical Systems","2018-09-27","","","Ordinary Shares","false","17","180","2019-03-26","66300000","3900000","8204000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-27","STRO","Sutro Biopharma","2018-09-27","","","Ordinary Shares","false","15","180","2019-03-26","85100000","5700000","17156000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-27","LAIX","LAIX","2018-09-27","","","Depository Receipt","false","12.50","180","2019-03-26","71900000","5800000","42202000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-27","ARVN","Arvinas","2018-09-27","","","Ordinary Shares","false","16","180","2019-03-26","120000000","7500000","24518000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-27","UROV","Urovant Sciences","2018-09-27","","","Ordinary Shares","false","14","180","2019-03-26","140000000","10000000","20025000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-26","SVMK","SVMK","2018-09-26","","","Ordinary Shares","false","12","180","2019-03-25","180000000","15000000","107891000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-26","ETTX","Entasis Therapeutics Hldg","2018-09-26","","","Ordinary Shares","false","15","180","2019-03-25","75000000","5000000","8005000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-26","CBNK","Capital Bancorp","2018-09-26","","","Ordinary Shares","false","12.50","180","2019-03-25","30000000","2200000","10961000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-26","ARCE","Arco Platform","2018-09-26","","","Ordinary Shares","false","17.5","180","2019-03-25","194400000","11100000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-25","VIOT","Viomi Technology Co","2018-09-25","","","Depository Receipt","false","9","180","2019-03-24","102600000","11400000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-21","YMAB","Y-mAbs Therapeutics","2018-09-21","","","Ordinary Shares","false","16","180","2019-03-20","96000000","6000000","27293000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-21","FTCH","Farfetch","2018-09-21","","","Ordinary Shares","false","20","180","2019-03-20","884880000","44243749","204922000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-21","RRI","Remora Royalties","--","19","21","","false","","180","2019-03-20","106000000","5300000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-21","ZEK","Zekelman Industries","--","17","19","","false","","180","2019-03-20","752400000","41800000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-20","EBAYL","eBay","2018-09-20","","","","false","23","180","2019-03-19","230000000","10000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-20","BSVN","Bank7","2018-09-20","","","Ordinary Shares","false","19","180","2019-03-19","64600000","3400000","7287000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-20","ELAN","Elanco Animal Health","2018-09-20","","","Ordinary Shares","false","24","180","2019-03-19","1509600000","62900000","293290000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-19","XYF","X Financial","2018-09-19","","","Depository Receipt","false","9.5","180","2019-03-18","104500000","11000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-14","QTT","Qutoutiao","2018-09-14","","","Depository Receipt","false","7","180","2019-03-13","84000000","12000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-14","PRNB","Principia Biopharma","2018-09-14","","","Ordinary Shares","false","17","180","2019-03-13","106300000","6300000","16478000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-14","FVCB","FVC Bankcorp","2018-09-14","","","","false","20","180","2019-03-13","35000000","1800000","11076000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-14","NMCI","Navios Maritime Container","--","18","20","Unit","false","","180","2019-03-13","100700000","5300000","12385000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-12","YI","111","2018-09-12","","","Depository Receipt","false","14","180","2019-03-11","100450000","7175000","84418000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-12","NIO","NIO","2018-09-12","","","Depository Receipt","false","6.26","180","2019-03-11","1002000000","160000000","866010000","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-07","GRSHU","Gores Holdings III","2018-09-07","","","","false","10","180","2019-03-06","375000000","37500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-09-07","CCC.U","Churchill Capita","--","","","","false","10","180","2019-03-06","450000000","45000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-29","LOACU","Longevity Acquisition","2018-08-29","","","","false","10","180","2019-02-25","40000000","4000000","1150000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-24","MFACU","Megalith Financial Acquisition","2018-08-24","","","","false","10","180","2019-02-20","150000000","15000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-23","EB","Eventbrite","2018-09-20","","","Ordinary Shares","false","23.000","180","2019-02-19","230000000","10000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-21","TZACU","Tenzing Acquisition","2018-08-21","","","","false","10","180","2019-02-16","55000000","5500000","1437000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-21","BNGO","Bionano Genomics","2018-08-21","","","Ordinary Shares","false","6.125","180","2019-02-17","15900000","3360000","5946000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-17","SFET","Safe-T Group","2018-08-17","","","Depository Receipt","false","14.350","180","2019-02-13","7324000","510438","1365000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-16","TKKSU","TKK Symphony Acquisition","2018-08-16","","","","false","10","180","2019-02-12","220000000","22000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-14","ARDS","Aridis Pharmaceuticals","2018-08-14","","","Ordinary Shares","false","13","180","2019-02-10","26000000","2000000","5806000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-10","PCB","PCB Bancorp","2018-08-10","","","","false","20","180","2019-02-06","47700000","2400000","13436000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-10","SPAQ","Spartan Energy","2018-08-10","","","SPAC","false","10","180","2019-02-06","480000000","48000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-10","MESA","Mesa Air Group","2018-08-10","","","Ordinary Shares","false","12","180","2019-02-06","115600000","9600000","24501000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-09","VCNX","Vaccinex","2018-08-09","","","Ordinary Shares","false","12","180","2019-02-05","40000000","3300000","8141000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-09","AMAL","Amalgamated Bank","2018-08-09","","","Ordinary Shares","false","15.5","180","2019-02-05","104100000","6700000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-03","FMCIU","Forum Merger II","2018-08-03","","","","false","10","180","2019-01-30","200000000","20000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-03","ARLO","Arlo Technologies","2018-08-03","","","Ordinary Shares","false","16","180","2019-01-30","163400000","10200000","62500000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-02","TOTAU","Tottenham Acquisition","2018-08-02","","","","false","10","180","2019-01-29","40000000","4000000","1150000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-02","SONO","Sonos","2018-08-02","","","Ordinary Shares","false","15","180","2019-01-29","208300000","13900000","84495000","0","0","0","","Amendment","","0","-","0","-",""
"2018-08-02","CWK","Cushman & Wakefield","2018-08-02","","","Ordinary Shares","false","17","180","2019-01-29","765000000","45000000","163421000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-27","WISA","Summit Wireless","2018-07-27","","","","false","5.000","180","2019-01-23","12000000","2400000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-27","OPRA","Opera","2018-07-27","","","Depository Receipt","false","12","180","2019-01-23","115200000","9600000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-27","ADIL","Adial Pharmaceuticals","2018-07-27","","","Ordinary Shares","false","5","180","2019-01-23","7300000","1500000","5074000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-27","DAVA","Endava","2018-07-27","","","Depository Receipt","false","20","180","2019-01-23","126800000","6300000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","TENB","Tenable Holdings","2018-07-26","","","Ordinary Shares","false","23","180","2019-01-22","250700000","10900000","80179000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","PDD","Pinduoduo","2018-07-26","","","Depository Receipt","false","19","180","2019-01-22","1626000000","85600000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","LQDA","Liquidia Technologies","2018-07-26","","","Ordinary Shares","false","11","180","2019-01-22","50000000","4500000","10569000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","JG","Aurora Mobile","2018-07-26","","","Depository Receipt","false","8.5","180","2019-01-22","77000000","9100000","42434000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","FOCS","Focus Financial Partners","2018-07-26","","","Ordinary Shares","false","33","180","2019-01-22","535100000","16200000","23211000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","BRY","Berry Petroleum","2018-07-26","","","Ordinary Shares","false","14","180","2019-01-22","182600000","13000000","61841000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-26","CANG","Cango","2018-07-26","","","Depository Receipt","false","11","180","2019-01-22","44000000","4000000","227384000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-25","GLAC","Greenland Acquisition","2018-07-24","","","SPAC","true","10.000","180","2019-01-21","40000000","4000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-25","AQST","Aquestive Therapeutics","2018-07-25","","","Ordinary Shares","false","15","180","2019-01-21","67500000","4500000","20000000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-25","BE","Bloom Energy","2018-07-25","","","Ordinary Shares","false","15","180","2019-01-21","270000000","18000000","88066000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-24","PRVB","Provention Bio","2018-07-24","","","Ordinary Shares","false","4.000","180","2019-01-20","65500000","16375000","37756000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-20","REPL","Replimune Group","2018-07-20","","","Ordinary Shares","false","15","180","2019-01-16","100500000","6700000","24138000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","TLRY","Tilray","2018-07-19","","","Ordinary Shares","false","17","180","2019-01-15","153000000","9000000","7794000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","MYFW","First Western Financial","2018-07-19","","","Ordinary Shares","false","19","180","2019-01-15","38000000","2000000","5518000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","ESTA","Establishment Labs Hldgs","2018-07-19","","","Ordinary Shares","false","18","180","2019-01-15","66900000","3700000","14771000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","DDOC","DERMAdoctor Inc","2018-07-19","","","","false","5","180","2019-01-15","12400000","2500000","3000000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","CNST","Constellation","2018-07-19","","","Ordinary Shares","false","15","180","2019-01-15","60000000","4000000","21699000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","ALLK","Allakos","2018-07-19","","","Ordinary Shares","false","18","180","2019-01-15","128400000","7100000","33710000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-19","AFGL","AFG Holdings","--","15","18","","false","","180","2019-01-15","300300000","18200000","58754000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-18","RUBY","Rubius Therapeutics","2018-07-18","","","Ordinary Shares","false","23","180","2019-01-14","241500000","10500000","66851000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-18","CRNX","Crinetics Pharmaceuticals","2018-07-18","","","Ordinary Shares","false","17","180","2019-01-14","102000000","6000000","17007000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-18","CCB","Coastal Financial","2018-07-18","","","Ordinary Shares","false","14.5","180","2019-01-14","41300000","2900000","8703000","0","0","0","","Amendment","","0","-","0","-",""
"2018-07-03","ALGRU","Allegro Merger","2018-07-03","","","","false","10","180","2018-12-30","130000000","13000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-29","DOMO","Domo","2018-06-29","","","Ordinary Shares","false","21","180","2018-12-26","193200000","9200000","12490000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","NFC","New Frontier","2018-06-27","","","SPAC","true","10.000","180","2018-12-25","250000000","25000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","EVER","EverQuote","2018-06-28","","","Ordinary Shares","false","18","180","2018-12-25","84400000","4700000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","BV","BrightView Holdings","2018-06-28","","","Ordinary Shares","false","22","180","2018-12-25","468600000","21300000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","ENTX","Entera Bio","2018-06-28","","","Ordinary Shares","false","8.000","180","2018-07-23","11200000","1400000","6897000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","HCCHU","HL Acquisitions","2018-06-28","","","","false","10","180","2018-12-25","50000000","5000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","BJ","BJ's Wholesale Club","2018-06-28","","","Ordinary Shares","false","17","180","2018-12-25","637500000","37500000","88807000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","TBIO","Translate Bio","2018-06-28","","","Ordinary Shares","false","13","180","2018-12-25","121600000","9400000","35427000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","TCDA","Tricida","2018-06-28","","","Ordinary Shares","false","19","180","2018-12-25","222300000","11700000","28489000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","STIM","Neuronetics","2018-06-28","","","Ordinary Shares","false","17","180","2018-12-25","93500000","5500000","11245000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","FTSV","Forty Seven","2018-06-28","","","Ordinary Shares","false","16","180","2018-12-25","112600000","7000000","22925000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-28","GBLK","GoodBulk Ltd.","--","15.5","17.5","","false","","180","2018-12-25","140250000","8500000","21040000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-27","LOVE","Lovesac","2018-06-27","","","Ordinary Shares","false","16","180","2018-12-24","56000000","3500000","6077000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-27","HYRE","HyreCar","2018-06-27","","","Ordinary Shares","false","5","180","2018-12-24","12600000","2500000","7946000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-27","UXIN","Uxin","2018-06-27","","","Depository Receipt","false","9","180","2018-12-24","225000000","25000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-27","NTGN","Neon Therapeutics","2018-06-27","","","Ordinary Shares","false","16","180","2018-12-24","100000000","6300000","21949000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-26","GLDM","SPDR Gold MiniShares Trust","2018-06-26","","","","false","12.980","180","2018-12-23","1038000000","80000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-22","ECOR","electroCore","2018-06-21","","","Ordinary Shares","false","15.000","180","2018-12-19","78000000","5200000","23228000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-22","AUTL","Autolus Therapeutics","2018-06-22","17.000","17","Depository Receipt","false","","180","2018-12-19","150000010","8823530","29962000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","IIIV","i3 Verticals","2018-06-21","","","Ordinary Shares","false","13","180","2018-12-18","86450000","6650000","1461000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","EPRT","Essential Props Realty","2018-06-21","","","Ordinary Shares","false","14","180","2018-12-18","455000000","32500000","26669000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","XERS","Xeris Pharmaceuticals","2018-06-21","","","Ordinary Shares","false","15","180","2018-12-18","85500000","5700000","14035000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","MGTA","Magenta Therapeutics","2018-06-21","","","Ordinary Shares","false","15","180","2018-12-18","100000000","6700000","27703000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","KZR","Kezar Life Sciences","2018-06-21","","","Ordinary Shares","false","15","180","2018-12-18","75000000","5000000","13321000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","AVRO","Avrobio","2018-06-21","","","Ordinary Shares","false","19","180","2018-12-18","99700000","5300000","17901000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-21","APTX","Aptinyx","2018-06-21","","","Ordinary Shares","false","16","180","2018-12-18","102400000","6400000","26136000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-20","TWLVU","Twelve Seas Investment Co Units (1 Ord. 1 War & 1 Rts)","2018-06-20","10","10","","","","180","2018-12-17","180000000","18000000","4312000","","","","","Amendment","","","-","","-",""
"2018-06-20","EIDX","Eidos Therapeutics","2018-06-20","","","Ordinary Shares","false","17","180","2018-12-17","100000000","6300000","29549000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-19","TBRGU","Repay Holdings","2018-06-19","","","","false","10","180","2018-12-16","225000000","22500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-15","VRCA","Verrica Pharmaceuticals","2018-06-14","","","Ordinary Shares","false","15.000","180","2018-12-12","75000000","5000000","19946000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-15","NEW","Puxin","2018-06-15","","","Depository Receipt","false","17","180","2018-12-12","122400000","7200000","178057000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-15","AVLR","Avalara","2018-06-15","","","Ordinary Shares","false","24","180","2018-12-12","180000000","7500000","57433000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-14","USX","U.S. Xpress Enterprises","2018-06-13","","","Ordinary Shares","false","16.000","180","2018-12-11","288896000","18056000","30101000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-14","CHRA","Charah Solutions","2018-06-13","","","Ordinary Shares","false","12.000","180","2018-12-11","88200000","7350000","22665000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-14","ADIN","Adaptive Insights","--","13","15","","false","","180","2018-12-11","114800000","8200000","36604000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-12","FPAC.U","Far Point Acquisition Corporation Units, each consisting of one share of Class A common stock, $0.0001 par value, and one-third of one redeemable warrant","2018-06-12","","","","false","10","180","2018-12-09","550000000","55000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-08","MGTX","MeiraGTx Holdings","2018-06-08","","","Ordinary Shares","false","15","180","2018-12-05","75000000","5000000","22184000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-07","YQ","M17 Entertainment Limited","--","10","12","","false","","180","2018-12-04","82500000","7500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-05","CSCA","Cornerstone Management","--","","","","false","4.000","180","2018-12-02","23000000","5000000","153390000","0","0","0","","Amendment","","0","-","0","-",""
"2018-06-01","AMBO","Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares","2018-06-01","","","","false","4.25","180","2018-11-28","7700000","1800000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-31","HJLI","Hancock Jaffe","2018-05-31","","","Ordinary Shares","false","5","180","2018-11-27","7500000","1500000","9007000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-30","TDAC","Trident Acquisitions","2018-05-29","","","SPAC","false","10.000","180","2018-11-26","175000000","17500000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-25","ITRM","Iterum Therapeutics","2018-05-25","","","Ordinary Shares","false","13","180","2018-11-21","79950000","6150000","7809000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-24","SRRK","Scholar Rock Holding","2018-05-24","","","Ordinary Shares","false","14","180","2018-11-20","75000000","5400000","19080000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-24","KNSA","Kiniksa Pharmaceuticals","2018-05-24","","","Ordinary Shares","false","18","180","2018-11-20","152600000","8500000","6270000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-24","CLPS","CLPS","2018-05-24","","","Ordinary Shares","false","5.25","180","2018-11-20","10500000","2000000","11290000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-24","GSKY","GreenSky","2018-05-24","","","Ordinary Shares","false","23","180","2018-11-20","874000000","38000000","7105000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-23","EVOP","EVO Payments","2018-05-23","","","Ordinary Shares","false","16","180","2018-11-19","224000000","14000000","5159000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-17","PS","Pluralsight","2018-05-17","","","Ordinary Shares","false","15","180","2018-11-13","310500000","20700000","36319000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-16","VTIQU","VectoIQ Acquisition","2018-05-16","","","SPAC","false","10","180","2018-11-10","300000000","30000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-15","TMCXU","Trinity Merger","2018-05-15","","","","false","10","180","2018-11-07","300000000","30000000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-11","HUYA","HUYA","2018-05-11","","","Depository Receipt","false","12","180","2018-11-07","180000000","15000000","186547000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-11","ABP","Abpro","--","14","16","","false","","180","2018-11-07","60000000","4000000","14751000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-10","EQH","AXA Equitable Holdings","2018-05-10","","","","false","20.000","180","2018-11-06","2745000000","137250000","423750000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-09","OBNK","Origin Bancorp","2018-05-09","","","Ordinary Shares","false","34","180","2018-11-05","123600000","3600000","18425000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-09","EVLO","Evelo Biosciences","2018-05-09","","","Ordinary Shares","false","16","180","2018-11-05","85000000","5300000","26558000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-04","ROAD","Construction Partners","2018-05-04","","","Ordinary Shares","false","12","180","2018-10-31","135000000","11300000","37267000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-04","STXB","Spirit of Texas Bancshare","2018-05-04","","","Ordinary Shares","false","21","180","2018-10-31","42000000","2000000","7486000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-04","CBLK","Carbon Black","2018-05-04","","","Ordinary Shares","false","19","180","2018-10-31","152000000","8000000","57825000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-04","ASLN","ASLAN Pharmaceuticals","2018-05-04","","","Depository Receipt","false","7.03","180","2018-10-31","42200000","6000000","160128000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-03","XSPL","Edison Nation, Inc.","2018-05-03","","","","false","5.000","180","2018-10-30","6535000","1307000","5000000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-03","INSP","Inspire Medical Systems","2018-05-03","","","Ordinary Shares","false","16","180","2018-10-30","108000000","6750000","13490000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-03","UBX","Unity Biotechnology","2018-05-03","","","Ordinary Shares","false","17","180","2018-10-30","85000000","5000000","36903000","0","0","0","","Amendment","","0","-","0","-",""
"2018-05-02","PRT","PermRock Royalty Trust","2018-05-02","","","Unit","false","17","180","2018-10-29","106300000","6300000","5915000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-27","SMAR","Smartsheet","2018-04-27","","","Ordinary Shares","false","15","180","2018-10-24","174500000","11600000","75661000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-27","GSHD","Goosehead Insurance","2018-04-27","","","Ordinary Shares","false","10","180","2018-10-24","85300000","8500000","3723000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-27","DOCU","DocuSign","2018-04-27","","","Ordinary Shares","false","29","180","2018-10-24","629300000","21700000","130409000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-26","LASR","nLight","2018-04-26","","","Ordinary Shares","false","16","180","2018-10-23","96000000","6000000","27621000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-26","CDAY","Ceridian HCM Holding","2018-04-26","","","Ordinary Shares","false","22","180","2018-10-23","462000000","21000000","113902000","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-23","MREO","Mereo BioPharma Group","--","","","Depository Receipt","false","17.62","180","2018-10-20","49900000","2800000","","0","0","0","","Amendment","","0","-","0","-",""
"2018-04-20","PVTL","Pivotal Software","2018-04-20","","","Ordinary Shares","false","15","180","2018-10-17","555000000","37000000","41705000","0","0","0","","Amendment","","0","-","0","-",""
